levelname:INFO filename: take_data.py outputNumber: [108]  thread: MainThread output msg:  {'ip': '172.19.100.83', 'service_name': '44348e04dcaf410890af4efb0b76e10a', 'alert_time': 'None', 'ma_user': '张三', 'kpi_assortment': None, 'monitor_version': '1.1', 'service_object': None, 'customer_code': 'dcits', 'kpi_name': '网络流量超阀值', 'identity_code': None, 'business_system': 'ESB、CSB多平台业务系统', 'alert_content': 'eth5网卡出流量为297484,超过40000,请关注.', 'ma_mobile': '12938457009', 'sn': 'RIEO302-039', 'ma_dept': '运维部', 'kpi_value': '297484', 'monitor_code': 'itsSmart', 'ma_email': 'zhangsan@customer.com', 'factory_name': 'HP', 'city': None, 'model_name': 'DL388G9'} - [12/Jul/2018 03:54:54]
levelname:INFO filename: take_data.py outputNumber: [108]  thread: MainThread output msg:  {'ma_dept': '运维部', 'model_name': 'DL388G9', 'ma_mobile': '12938457009', 'monitor_version': '1.1', 'city': None, 'alert_content': 'eth5网卡出流量为297484,超过40000,请关注.', 'sn': 'RIEO302-039', 'service_name': '44348e04dcaf410890af4efb0b76e10a', 'ma_email': 'zhangsan@customer.com', 'ip': '172.19.100.83', 'alert_time': '2018-07-12 04:01:46', 'business_system': 'ESB、CSB多平台业务系统', 'customer_code': 'dcits', 'kpi_value': '297484', 'kpi_name': '网络流量超阀值', 'ma_user': '张三', 'factory_name': 'HP', 'identity_code': None, 'kpi_assortment': None, 'monitor_code': 'itsSmart', 'service_object': None} - [12/Jul/2018 04:01:46]
levelname:INFO filename: take_data.py outputNumber: [108]  thread: MainThread output msg:  {'ma_dept': '运维部', 'model_name': 'DL388G9', 'ma_mobile': '12938457009', 'monitor_version': '1.1', 'city': None, 'alert_content': 'eth5网卡出流量为297484,超过40000,请关注.', 'sn': 'RIEO302-039', 'service_name': '44348e04dcaf410890af4efb0b76e10a', 'ma_email': 'zhangsan@customer.com', 'ip': '172.19.100.83', 'alert_time': '2018-07-12 04:01:46', 'business_system': 'ESB、CSB多平台业务系统', 'customer_code': 'dcits', 'kpi_value': '297484', 'kpi_name': '网络流量超阀值', 'ma_user': '张三', 'factory_name': 'HP', 'identity_code': None, 'kpi_assortment': None, 'monitor_code': 'itsSmart', 'service_object': None} - [12/Jul/2018 04:01:46]
levelname:INFO filename: take_data.py outputNumber: [108]  thread: MainThread output msg:  {'ma_dept': '运维部', 'model_name': 'DL388G9', 'ma_mobile': '12938457009', 'monitor_version': '1.1', 'city': None, 'alert_content': 'eth5网卡出流量为297484,超过40000,请关注.', 'sn': 'RIEO302-039', 'service_name': '44348e04dcaf410890af4efb0b76e10a', 'ma_email': 'zhangsan@customer.com', 'ip': '172.19.100.83', 'alert_time': '2018-07-12 04:01:46', 'business_system': 'ESB、CSB多平台业务系统', 'customer_code': 'dcits', 'kpi_value': '297484', 'kpi_name': '网络流量超阀值', 'ma_user': '张三', 'factory_name': 'HP', 'identity_code': None, 'kpi_assortment': None, 'monitor_code': 'itsSmart', 'service_object': None} - [12/Jul/2018 04:01:46]
levelname:INFO filename: take_data.py outputNumber: [108]  thread: MainThread output msg:  {'ma_dept': '运维部', 'model_name': 'DL388G9', 'ma_mobile': '12938457009', 'monitor_version': '1.1', 'city': None, 'alert_content': 'eth5网卡出流量为297484,超过40000,请关注.', 'sn': 'RIEO302-039', 'service_name': '44348e04dcaf410890af4efb0b76e10a', 'ma_email': 'zhangsan@customer.com', 'ip': '172.19.100.83', 'alert_time': '2018-07-12 04:01:46', 'business_system': 'ESB、CSB多平台业务系统', 'customer_code': 'dcits', 'kpi_value': '297484', 'kpi_name': '网络流量超阀值', 'ma_user': '张三', 'factory_name': 'HP', 'identity_code': None, 'kpi_assortment': None, 'monitor_code': 'itsSmart', 'service_object': None} - [12/Jul/2018 04:01:46]
levelname:INFO filename: take_data.py outputNumber: [108]  thread: MainThread output msg:  {'ma_dept': '运维部', 'model_name': 'DL388G9', 'ma_mobile': '12938457009', 'monitor_version': '1.1', 'city': None, 'alert_content': 'eth5网卡出流量为297484,超过40000,请关注.', 'sn': 'RIEO302-039', 'service_name': '44348e04dcaf410890af4efb0b76e10a', 'ma_email': 'zhangsan@customer.com', 'ip': '172.19.100.83', 'alert_time': '2018-07-12 04:01:56', 'business_system': 'ESB、CSB多平台业务系统', 'customer_code': 'dcits', 'kpi_value': '297484', 'kpi_name': '网络流量超阀值', 'ma_user': '张三', 'factory_name': 'HP', 'identity_code': None, 'kpi_assortment': None, 'monitor_code': 'itsSmart', 'service_object': None} - [12/Jul/2018 04:01:56]
levelname:INFO filename: take_data.py outputNumber: [108]  thread: MainThread output msg:  {'ma_dept': '运维部', 'model_name': 'DL388G9', 'ma_mobile': '12938457009', 'monitor_version': '1.1', 'city': None, 'alert_content': 'eth5网卡出流量为297484,超过40000,请关注.', 'sn': 'RIEO302-039', 'service_name': '44348e04dcaf410890af4efb0b76e10a', 'ma_email': 'zhangsan@customer.com', 'ip': '172.19.100.83', 'alert_time': '2018-07-12 04:01:56', 'business_system': 'ESB、CSB多平台业务系统', 'customer_code': 'dcits', 'kpi_value': '297484', 'kpi_name': '网络流量超阀值', 'ma_user': '张三', 'factory_name': 'HP', 'identity_code': None, 'kpi_assortment': None, 'monitor_code': 'itsSmart', 'service_object': None} - [12/Jul/2018 04:01:56]
levelname:INFO filename: take_data.py outputNumber: [108]  thread: MainThread output msg:  {'ma_dept': '运维部', 'model_name': 'DL388G9', 'ma_mobile': '12938457009', 'monitor_version': '1.1', 'city': None, 'alert_content': 'eth5网卡出流量为297484,超过40000,请关注.', 'sn': 'RIEO302-039', 'service_name': '44348e04dcaf410890af4efb0b76e10a', 'ma_email': 'zhangsan@customer.com', 'ip': '172.19.100.83', 'alert_time': '2018-07-12 04:01:56', 'business_system': 'ESB、CSB多平台业务系统', 'customer_code': 'dcits', 'kpi_value': '297484', 'kpi_name': '网络流量超阀值', 'ma_user': '张三', 'factory_name': 'HP', 'identity_code': None, 'kpi_assortment': None, 'monitor_code': 'itsSmart', 'service_object': None} - [12/Jul/2018 04:01:56]
levelname:INFO filename: take_data.py outputNumber: [108]  thread: MainThread output msg:  {'ma_dept': '运维部', 'model_name': 'DL388G9', 'ma_mobile': '12938457009', 'monitor_version': '1.1', 'city': None, 'alert_content': 'eth5网卡出流量为297484,超过40000,请关注.', 'sn': 'RIEO302-039', 'service_name': '44348e04dcaf410890af4efb0b76e10a', 'ma_email': 'zhangsan@customer.com', 'ip': '172.19.100.83', 'alert_time': '2018-07-12 04:01:56', 'business_system': 'ESB、CSB多平台业务系统', 'customer_code': 'dcits', 'kpi_value': '297484', 'kpi_name': '网络流量超阀值', 'ma_user': '张三', 'factory_name': 'HP', 'identity_code': None, 'kpi_assortment': None, 'monitor_code': 'itsSmart', 'service_object': None} - [12/Jul/2018 04:01:56]
levelname:INFO filename: take_data.py outputNumber: [108]  thread: MainThread output msg:  {'ma_dept': '运维部', 'model_name': 'DL388G9', 'ma_mobile': '12938457009', 'monitor_version': '1.1', 'city': None, 'alert_content': 'eth5网卡出流量为297484,超过40000,请关注.', 'sn': 'RIEO302-039', 'service_name': '44348e04dcaf410890af4efb0b76e10a', 'ma_email': 'zhangsan@customer.com', 'ip': '172.19.100.83', 'alert_time': '2018-07-12 04:01:56', 'business_system': 'ESB、CSB多平台业务系统', 'customer_code': 'dcits', 'kpi_value': '297484', 'kpi_name': '网络流量超阀值', 'ma_user': '张三', 'factory_name': 'HP', 'identity_code': None, 'kpi_assortment': None, 'monitor_code': 'itsSmart', 'service_object': None} - [12/Jul/2018 04:01:56]
levelname:INFO filename: take_data.py outputNumber: [108]  thread: MainThread output msg:  {'ma_dept': '运维部', 'model_name': 'DL388G9', 'ma_mobile': '12938457009', 'monitor_version': '1.1', 'city': None, 'alert_content': 'eth5网卡出流量为297484,超过40000,请关注.', 'sn': 'RIEO302-039', 'service_name': '44348e04dcaf410890af4efb0b76e10a', 'ma_email': 'zhangsan@customer.com', 'ip': '172.19.100.83', 'alert_time': '2018-07-12 04:02:16', 'business_system': 'ESB、CSB多平台业务系统', 'customer_code': 'dcits', 'kpi_value': '297484', 'kpi_name': '网络流量超阀值', 'ma_user': '张三', 'factory_name': 'HP', 'identity_code': None, 'kpi_assortment': None, 'monitor_code': 'itsSmart', 'service_object': None} - [12/Jul/2018 04:02:16]
levelname:INFO filename: take_data.py outputNumber: [108]  thread: MainThread output msg:  {'ma_dept': '运维部', 'model_name': 'DL388G9', 'ma_mobile': '12938457009', 'monitor_version': '1.1', 'city': None, 'alert_content': 'eth5网卡出流量为297484,超过40000,请关注.', 'sn': 'RIEO302-039', 'service_name': '44348e04dcaf410890af4efb0b76e10a', 'ma_email': 'zhangsan@customer.com', 'ip': '172.19.100.83', 'alert_time': '2018-07-12 04:02:16', 'business_system': 'ESB、CSB多平台业务系统', 'customer_code': 'dcits', 'kpi_value': '297484', 'kpi_name': '网络流量超阀值', 'ma_user': '张三', 'factory_name': 'HP', 'identity_code': None, 'kpi_assortment': None, 'monitor_code': 'itsSmart', 'service_object': None} - [12/Jul/2018 04:02:16]
levelname:INFO filename: take_data.py outputNumber: [108]  thread: MainThread output msg:  {'ma_dept': '运维部', 'model_name': 'DL388G9', 'ma_mobile': '12938457009', 'monitor_version': '1.1', 'city': None, 'alert_content': 'eth5网卡出流量为297484,超过40000,请关注.', 'sn': 'RIEO302-039', 'service_name': '44348e04dcaf410890af4efb0b76e10a', 'ma_email': 'zhangsan@customer.com', 'ip': '172.19.100.83', 'alert_time': '2018-07-12 04:02:16', 'business_system': 'ESB、CSB多平台业务系统', 'customer_code': 'dcits', 'kpi_value': '297484', 'kpi_name': '网络流量超阀值', 'ma_user': '张三', 'factory_name': 'HP', 'identity_code': None, 'kpi_assortment': None, 'monitor_code': 'itsSmart', 'service_object': None} - [12/Jul/2018 04:02:16]
levelname:INFO filename: take_data.py outputNumber: [108]  thread: MainThread output msg:  {'ma_dept': '运维部', 'model_name': 'DL388G9', 'ma_mobile': '12938457009', 'monitor_version': '1.1', 'city': None, 'alert_content': 'eth5网卡出流量为297484,超过40000,请关注.', 'sn': 'RIEO302-039', 'service_name': '44348e04dcaf410890af4efb0b76e10a', 'ma_email': 'zhangsan@customer.com', 'ip': '172.19.100.83', 'alert_time': '2018-07-12 04:02:16', 'business_system': 'ESB、CSB多平台业务系统', 'customer_code': 'dcits', 'kpi_value': '297484', 'kpi_name': '网络流量超阀值', 'ma_user': '张三', 'factory_name': 'HP', 'identity_code': None, 'kpi_assortment': None, 'monitor_code': 'itsSmart', 'service_object': None} - [12/Jul/2018 04:02:16]
levelname:INFO filename: take_data.py outputNumber: [108]  thread: MainThread output msg:  {'ma_dept': '运维部', 'model_name': 'DL388G9', 'ma_mobile': '12938457009', 'monitor_version': '1.1', 'city': None, 'alert_content': 'eth5网卡出流量为297484,超过40000,请关注.', 'sn': 'RIEO302-039', 'service_name': '44348e04dcaf410890af4efb0b76e10a', 'ma_email': 'zhangsan@customer.com', 'ip': '172.19.100.83', 'alert_time': '2018-07-12 04:02:16', 'business_system': 'ESB、CSB多平台业务系统', 'customer_code': 'dcits', 'kpi_value': '297484', 'kpi_name': '网络流量超阀值', 'ma_user': '张三', 'factory_name': 'HP', 'identity_code': None, 'kpi_assortment': None, 'monitor_code': 'itsSmart', 'service_object': None} - [12/Jul/2018 04:02:16]
levelname:INFO filename: take_data.py outputNumber: [108]  thread: MainThread output msg:  {'service_object': None, 'ip': '172.19.100.83', 'service_name': '44348e04dcaf410890af4efb0b76e10a', 'monitor_code': 'itsSmart', 'ma_user': '张三', 'city': None, 'model_name': 'DL388G9', 'ma_email': 'zhangsan@customer.com', 'kpi_assortment': None, 'factory_name': 'HP', 'identity_code': None, 'alert_content': 'eth5网卡出流量为297484,超过40000,请关注.', 'ma_mobile': '12938457009', 'customer_code': 'dcits', 'kpi_value': '297484', 'sn': 'RIEO302-039', 'business_system': 'ESB、CSB多平台业务系统', 'alert_time': '2018-07-12 04:05:59', 'ma_dept': '运维部', 'monitor_version': '1.1', 'kpi_name': '网络流量超阀值'} - [12/Jul/2018 04:05:59]
levelname:INFO filename: take_data.py outputNumber: [108]  thread: MainThread output msg:  {'service_object': None, 'ip': '172.19.100.83', 'service_name': '44348e04dcaf410890af4efb0b76e10a', 'monitor_code': 'itsSmart', 'ma_user': '张三', 'city': None, 'model_name': 'DL388G9', 'ma_email': 'zhangsan@customer.com', 'kpi_assortment': None, 'factory_name': 'HP', 'identity_code': None, 'alert_content': 'eth5网卡出流量为297484,超过40000,请关注.', 'ma_mobile': '12938457009', 'customer_code': 'dcits', 'kpi_value': '297484', 'sn': 'RIEO302-039', 'business_system': 'ESB、CSB多平台业务系统', 'alert_time': '2018-07-12 04:05:59', 'ma_dept': '运维部', 'monitor_version': '1.1', 'kpi_name': '网络流量超阀值'} - [12/Jul/2018 04:05:59]
levelname:INFO filename: take_data.py outputNumber: [108]  thread: MainThread output msg:  {'service_object': None, 'ip': '172.19.100.83', 'service_name': '44348e04dcaf410890af4efb0b76e10a', 'monitor_code': 'itsSmart', 'ma_user': '张三', 'city': None, 'model_name': 'DL388G9', 'ma_email': 'zhangsan@customer.com', 'kpi_assortment': None, 'factory_name': 'HP', 'identity_code': None, 'alert_content': 'eth5网卡出流量为297484,超过40000,请关注.', 'ma_mobile': '12938457009', 'customer_code': 'dcits', 'kpi_value': '297484', 'sn': 'RIEO302-039', 'business_system': 'ESB、CSB多平台业务系统', 'alert_time': '2018-07-12 04:05:59', 'ma_dept': '运维部', 'monitor_version': '1.1', 'kpi_name': '网络流量超阀值'} - [12/Jul/2018 04:05:59]
levelname:INFO filename: take_data.py outputNumber: [108]  thread: MainThread output msg:  {'service_object': None, 'ip': '172.19.100.83', 'service_name': '44348e04dcaf410890af4efb0b76e10a', 'monitor_code': 'itsSmart', 'ma_user': '张三', 'city': None, 'model_name': 'DL388G9', 'ma_email': 'zhangsan@customer.com', 'kpi_assortment': None, 'factory_name': 'HP', 'identity_code': None, 'alert_content': 'eth5网卡出流量为297484,超过40000,请关注.', 'ma_mobile': '12938457009', 'customer_code': 'dcits', 'kpi_value': '297484', 'sn': 'RIEO302-039', 'business_system': 'ESB、CSB多平台业务系统', 'alert_time': '2018-07-12 04:05:59', 'ma_dept': '运维部', 'monitor_version': '1.1', 'kpi_name': '网络流量超阀值'} - [12/Jul/2018 04:05:59]
levelname:INFO filename: take_data.py outputNumber: [108]  thread: MainThread output msg:  {'service_object': None, 'ip': '172.19.100.83', 'service_name': '44348e04dcaf410890af4efb0b76e10a', 'monitor_code': 'itsSmart', 'ma_user': '张三', 'city': None, 'model_name': 'DL388G9', 'ma_email': 'zhangsan@customer.com', 'kpi_assortment': None, 'factory_name': 'HP', 'identity_code': None, 'alert_content': 'eth5网卡出流量为297484,超过40000,请关注.', 'ma_mobile': '12938457009', 'customer_code': 'dcits', 'kpi_value': '297484', 'sn': 'RIEO302-039', 'business_system': 'ESB、CSB多平台业务系统', 'alert_time': '2018-07-12 04:05:59', 'ma_dept': '运维部', 'monitor_version': '1.1', 'kpi_name': '网络流量超阀值'} - [12/Jul/2018 04:05:59]
levelname:INFO filename: take_data.py outputNumber: [108]  thread: MainThread output msg:  {'kpi_value': '297484', 'factory_name': 'HP', 'service_name': '44348e04dcaf410890af4efb0b76e10a', 'business_system': 'ESB、CSB多平台业务系统', 'monitor_version': '1.1', 'kpi_name': '网络流量超阀值', 'model_name': 'DL388G9', 'ip': '172.19.100.83', 'customer_code': 'dcits', 'ma_user': '张三', 'ma_email': 'zhangsan@customer.com', 'identity_code': None, 'alert_time': '2018-07-12 04:07:49', 'ma_dept': '运维部', 'monitor_code': 'itsSmart', 'sn': 'RIEO302-039', 'ma_mobile': '12938457009', 'service_object': None, 'kpi_assortment': None, 'alert_content': 'eth5网卡出流量为297484,超过40000,请关注.', 'city': None} - [12/Jul/2018 04:07:49]
levelname:INFO filename: take_data.py outputNumber: [108]  thread: MainThread output msg:  {'kpi_value': '297484', 'factory_name': 'HP', 'service_name': '44348e04dcaf410890af4efb0b76e10a', 'business_system': 'ESB、CSB多平台业务系统', 'monitor_version': '1.1', 'kpi_name': '网络流量超阀值', 'model_name': 'DL388G9', 'ip': '172.19.100.83', 'customer_code': 'dcits', 'ma_user': '张三', 'ma_email': 'zhangsan@customer.com', 'identity_code': None, 'alert_time': '2018-07-12 04:07:49', 'ma_dept': '运维部', 'monitor_code': 'itsSmart', 'sn': 'RIEO302-039', 'ma_mobile': '12938457009', 'service_object': None, 'kpi_assortment': None, 'alert_content': 'eth5网卡出流量为297484,超过40000,请关注.', 'city': None} - [12/Jul/2018 04:07:49]
levelname:INFO filename: take_data.py outputNumber: [108]  thread: MainThread output msg:  {'kpi_value': '297484', 'factory_name': 'HP', 'service_name': '44348e04dcaf410890af4efb0b76e10a', 'business_system': 'ESB、CSB多平台业务系统', 'monitor_version': '1.1', 'kpi_name': '网络流量超阀值', 'model_name': 'DL388G9', 'ip': '172.19.100.83', 'customer_code': 'dcits', 'ma_user': '张三', 'ma_email': 'zhangsan@customer.com', 'identity_code': None, 'alert_time': '2018-07-12 04:07:49', 'ma_dept': '运维部', 'monitor_code': 'itsSmart', 'sn': 'RIEO302-039', 'ma_mobile': '12938457009', 'service_object': None, 'kpi_assortment': None, 'alert_content': 'eth5网卡出流量为297484,超过40000,请关注.', 'city': None} - [12/Jul/2018 04:07:49]
levelname:INFO filename: take_data.py outputNumber: [108]  thread: MainThread output msg:  {'kpi_value': '297484', 'factory_name': 'HP', 'service_name': '44348e04dcaf410890af4efb0b76e10a', 'business_system': 'ESB、CSB多平台业务系统', 'monitor_version': '1.1', 'kpi_name': '网络流量超阀值', 'model_name': 'DL388G9', 'ip': '172.19.100.83', 'customer_code': 'dcits', 'ma_user': '张三', 'ma_email': 'zhangsan@customer.com', 'identity_code': None, 'alert_time': '2018-07-12 04:07:49', 'ma_dept': '运维部', 'monitor_code': 'itsSmart', 'sn': 'RIEO302-039', 'ma_mobile': '12938457009', 'service_object': None, 'kpi_assortment': None, 'alert_content': 'eth5网卡出流量为297484,超过40000,请关注.', 'city': None} - [12/Jul/2018 04:07:49]
levelname:INFO filename: take_data.py outputNumber: [108]  thread: MainThread output msg:  {'kpi_value': '297484', 'factory_name': 'HP', 'service_name': '44348e04dcaf410890af4efb0b76e10a', 'business_system': 'ESB、CSB多平台业务系统', 'monitor_version': '1.1', 'kpi_name': '网络流量超阀值', 'model_name': 'DL388G9', 'ip': '172.19.100.83', 'customer_code': 'dcits', 'ma_user': '张三', 'ma_email': 'zhangsan@customer.com', 'identity_code': None, 'alert_time': '2018-07-12 04:07:49', 'ma_dept': '运维部', 'monitor_code': 'itsSmart', 'sn': 'RIEO302-039', 'ma_mobile': '12938457009', 'service_object': None, 'kpi_assortment': None, 'alert_content': 'eth5网卡出流量为297484,超过40000,请关注.', 'city': None} - [12/Jul/2018 04:07:49]
levelname:INFO filename: take_data.py outputNumber: [108]  thread: MainThread output msg:  {'kpi_value': '297484', 'factory_name': 'HP', 'service_name': '44348e04dcaf410890af4efb0b76e10a', 'business_system': 'ESB、CSB多平台业务系统', 'monitor_version': '1.1', 'kpi_name': '网络流量超阀值', 'model_name': 'DL388G9', 'ip': '172.19.100.83', 'customer_code': 'dcits', 'ma_user': '张三', 'ma_email': 'zhangsan@customer.com', 'identity_code': None, 'alert_time': '2018-07-12 04:07:59', 'ma_dept': '运维部', 'monitor_code': 'itsSmart', 'sn': 'RIEO302-039', 'ma_mobile': '12938457009', 'service_object': None, 'kpi_assortment': None, 'alert_content': 'eth5网卡出流量为297484,超过40000,请关注.', 'city': None} - [12/Jul/2018 04:07:59]
levelname:INFO filename: take_data.py outputNumber: [108]  thread: MainThread output msg:  {'kpi_value': '297484', 'factory_name': 'HP', 'service_name': '44348e04dcaf410890af4efb0b76e10a', 'business_system': 'ESB、CSB多平台业务系统', 'monitor_version': '1.1', 'kpi_name': '网络流量超阀值', 'model_name': 'DL388G9', 'ip': '172.19.100.83', 'customer_code': 'dcits', 'ma_user': '张三', 'ma_email': 'zhangsan@customer.com', 'identity_code': None, 'alert_time': '2018-07-12 04:07:59', 'ma_dept': '运维部', 'monitor_code': 'itsSmart', 'sn': 'RIEO302-039', 'ma_mobile': '12938457009', 'service_object': None, 'kpi_assortment': None, 'alert_content': 'eth5网卡出流量为297484,超过40000,请关注.', 'city': None} - [12/Jul/2018 04:07:59]
levelname:INFO filename: take_data.py outputNumber: [108]  thread: MainThread output msg:  {'kpi_value': '297484', 'factory_name': 'HP', 'service_name': '44348e04dcaf410890af4efb0b76e10a', 'business_system': 'ESB、CSB多平台业务系统', 'monitor_version': '1.1', 'kpi_name': '网络流量超阀值', 'model_name': 'DL388G9', 'ip': '172.19.100.83', 'customer_code': 'dcits', 'ma_user': '张三', 'ma_email': 'zhangsan@customer.com', 'identity_code': None, 'alert_time': '2018-07-12 04:07:59', 'ma_dept': '运维部', 'monitor_code': 'itsSmart', 'sn': 'RIEO302-039', 'ma_mobile': '12938457009', 'service_object': None, 'kpi_assortment': None, 'alert_content': 'eth5网卡出流量为297484,超过40000,请关注.', 'city': None} - [12/Jul/2018 04:07:59]
levelname:INFO filename: take_data.py outputNumber: [108]  thread: MainThread output msg:  {'kpi_value': '297484', 'factory_name': 'HP', 'service_name': '44348e04dcaf410890af4efb0b76e10a', 'business_system': 'ESB、CSB多平台业务系统', 'monitor_version': '1.1', 'kpi_name': '网络流量超阀值', 'model_name': 'DL388G9', 'ip': '172.19.100.83', 'customer_code': 'dcits', 'ma_user': '张三', 'ma_email': 'zhangsan@customer.com', 'identity_code': None, 'alert_time': '2018-07-12 04:07:59', 'ma_dept': '运维部', 'monitor_code': 'itsSmart', 'sn': 'RIEO302-039', 'ma_mobile': '12938457009', 'service_object': None, 'kpi_assortment': None, 'alert_content': 'eth5网卡出流量为297484,超过40000,请关注.', 'city': None} - [12/Jul/2018 04:07:59]
levelname:INFO filename: take_data.py outputNumber: [108]  thread: MainThread output msg:  {'kpi_value': '297484', 'factory_name': 'HP', 'service_name': '44348e04dcaf410890af4efb0b76e10a', 'business_system': 'ESB、CSB多平台业务系统', 'monitor_version': '1.1', 'kpi_name': '网络流量超阀值', 'model_name': 'DL388G9', 'ip': '172.19.100.83', 'customer_code': 'dcits', 'ma_user': '张三', 'ma_email': 'zhangsan@customer.com', 'identity_code': None, 'alert_time': '2018-07-12 04:07:59', 'ma_dept': '运维部', 'monitor_code': 'itsSmart', 'sn': 'RIEO302-039', 'ma_mobile': '12938457009', 'service_object': None, 'kpi_assortment': None, 'alert_content': 'eth5网卡出流量为297484,超过40000,请关注.', 'city': None} - [12/Jul/2018 04:07:59]
levelname:INFO filename: take_data.py outputNumber: [108]  thread: MainThread output msg:  {'kpi_value': '297484', 'factory_name': 'HP', 'service_name': '44348e04dcaf410890af4efb0b76e10a', 'business_system': 'ESB、CSB多平台业务系统', 'monitor_version': '1.1', 'kpi_name': '网络流量超阀值', 'model_name': 'DL388G9', 'ip': '172.19.100.83', 'customer_code': 'dcits', 'ma_user': '张三', 'ma_email': 'zhangsan@customer.com', 'identity_code': None, 'alert_time': '2018-07-12 04:09:49', 'ma_dept': '运维部', 'monitor_code': 'itsSmart', 'sn': 'RIEO302-039', 'ma_mobile': '12938457009', 'service_object': None, 'kpi_assortment': None, 'alert_content': 'eth5网卡出流量为297484,超过40000,请关注.', 'city': None} - [12/Jul/2018 04:09:49]
levelname:INFO filename: take_data.py outputNumber: [108]  thread: MainThread output msg:  {'kpi_value': '297484', 'factory_name': 'HP', 'service_name': '44348e04dcaf410890af4efb0b76e10a', 'business_system': 'ESB、CSB多平台业务系统', 'monitor_version': '1.1', 'kpi_name': '网络流量超阀值', 'model_name': 'DL388G9', 'ip': '172.19.100.83', 'customer_code': 'dcits', 'ma_user': '张三', 'ma_email': 'zhangsan@customer.com', 'identity_code': None, 'alert_time': '2018-07-12 04:09:49', 'ma_dept': '运维部', 'monitor_code': 'itsSmart', 'sn': 'RIEO302-039', 'ma_mobile': '12938457009', 'service_object': None, 'kpi_assortment': None, 'alert_content': 'eth5网卡出流量为297484,超过40000,请关注.', 'city': None} - [12/Jul/2018 04:09:49]
levelname:INFO filename: take_data.py outputNumber: [108]  thread: MainThread output msg:  {'kpi_value': '297484', 'factory_name': 'HP', 'service_name': '44348e04dcaf410890af4efb0b76e10a', 'business_system': 'ESB、CSB多平台业务系统', 'monitor_version': '1.1', 'kpi_name': '网络流量超阀值', 'model_name': 'DL388G9', 'ip': '172.19.100.83', 'customer_code': 'dcits', 'ma_user': '张三', 'ma_email': 'zhangsan@customer.com', 'identity_code': None, 'alert_time': '2018-07-12 04:09:49', 'ma_dept': '运维部', 'monitor_code': 'itsSmart', 'sn': 'RIEO302-039', 'ma_mobile': '12938457009', 'service_object': None, 'kpi_assortment': None, 'alert_content': 'eth5网卡出流量为297484,超过40000,请关注.', 'city': None} - [12/Jul/2018 04:09:49]
levelname:INFO filename: take_data.py outputNumber: [108]  thread: MainThread output msg:  {'kpi_value': '297484', 'factory_name': 'HP', 'service_name': '44348e04dcaf410890af4efb0b76e10a', 'business_system': 'ESB、CSB多平台业务系统', 'monitor_version': '1.1', 'kpi_name': '网络流量超阀值', 'model_name': 'DL388G9', 'ip': '172.19.100.83', 'customer_code': 'dcits', 'ma_user': '张三', 'ma_email': 'zhangsan@customer.com', 'identity_code': None, 'alert_time': '2018-07-12 04:09:49', 'ma_dept': '运维部', 'monitor_code': 'itsSmart', 'sn': 'RIEO302-039', 'ma_mobile': '12938457009', 'service_object': None, 'kpi_assortment': None, 'alert_content': 'eth5网卡出流量为297484,超过40000,请关注.', 'city': None} - [12/Jul/2018 04:09:49]
levelname:INFO filename: take_data.py outputNumber: [108]  thread: MainThread output msg:  {'kpi_value': '297484', 'factory_name': 'HP', 'service_name': '44348e04dcaf410890af4efb0b76e10a', 'business_system': 'ESB、CSB多平台业务系统', 'monitor_version': '1.1', 'kpi_name': '网络流量超阀值', 'model_name': 'DL388G9', 'ip': '172.19.100.83', 'customer_code': 'dcits', 'ma_user': '张三', 'ma_email': 'zhangsan@customer.com', 'identity_code': None, 'alert_time': '2018-07-12 04:09:49', 'ma_dept': '运维部', 'monitor_code': 'itsSmart', 'sn': 'RIEO302-039', 'ma_mobile': '12938457009', 'service_object': None, 'kpi_assortment': None, 'alert_content': 'eth5网卡出流量为297484,超过40000,请关注.', 'city': None} - [12/Jul/2018 04:09:49]
levelname:INFO filename: take_data.py outputNumber: [108]  thread: MainThread output msg:  {'kpi_value': '297484', 'factory_name': 'HP', 'service_name': '44348e04dcaf410890af4efb0b76e10a', 'business_system': 'ESB、CSB多平台业务系统', 'monitor_version': '1.1', 'kpi_name': '网络流量超阀值', 'model_name': 'DL388G9', 'ip': '172.19.100.83', 'customer_code': 'dcits', 'ma_user': '张三', 'ma_email': 'zhangsan@customer.com', 'identity_code': None, 'alert_time': '2018-07-12 04:10:10', 'ma_dept': '运维部', 'monitor_code': 'itsSmart', 'sn': 'RIEO302-039', 'ma_mobile': '12938457009', 'service_object': None, 'kpi_assortment': None, 'alert_content': 'eth5网卡出流量为297484,超过40000,请关注.', 'city': None} - [12/Jul/2018 04:10:10]
